host,service,pid,target,message,hour,minute,second,day_of_week,day,month,time_delta
172823800,cron,1296,0,Started Daily backup,14,44,38,6,11,3,1221332.0
171056740,sudo,9247,0,deploy : TTY=pts/1 ; COMMAND=cat /var/log/syslog,14,57,58,6,11,3,1222132.0
172823800,sudo,5403,0,admin : TTY=pts/1 ; COMMAND=/usr/bin/sudo -l,15,0,34,6,11,3,1222288.0
-5853922760334480549,cron,7393,0,Started Daily backup,15,3,46,6,11,3,1222480.0
3439435287861071516,sshd,9538,0,Accepted publickey for ubuntu from 172.16.0.25,15,17,31,6,11,3,1223305.0
171056740,sshd,9000,0,Accepted publickey for backup from 192.168.1.100,15,27,14,6,11,3,1223888.0
-5853922760334480549,systemd,3873,0,Started Daily backup,15,42,55,6,11,3,1224829.0
3439435287861071516,cron,2213,0,Started Daily backup,15,47,27,6,11,3,1225101.0
3439435287861071516,systemd,2282,0,Started Log rotation,15,58,4,6,11,3,1225738.0
172823800,service,8126,0,Started nginx service,16,10,59,6,11,3,1226513.0
171056740,service,2664,0,Started redis service,16,28,3,6,11,3,1227537.0
171056740,pure-ftpd,1230,0,"Connection from 85.245.107.41, user backup, command STOR backup.zip",16,32,25,6,11,3,1227799.0
-5853922760334480549,service,1830,0,Started nginx service,16,33,9,6,11,3,1227843.0
171056740,cron,7828,0,Started Daily backup,16,38,11,6,11,3,1228145.0
172823800,service,2776,0,Started nginx service,16,59,34,6,11,3,1229428.0
3439435287861071516,service,2424,0,Started mysql service,17,19,13,6,11,3,1230607.0
-5853922760334480549,cron,3177,0,Started Log rotation,17,23,41,6,11,3,1230875.0
171056740,systemd,3781,0,Started Daily backup,17,24,11,6,11,3,1230905.0
-5853922760334480549,sshd,6430,0,Accepted publickey for ubuntu from 172.16.0.25,17,26,18,6,11,3,1231032.0
172823800,pure-ftpd,9949,0,"Connection from 85.245.107.41, user web_upload, command RETR file.txt",17,27,18,6,11,3,1231092.0
3439435287861071516,cron,4916,0,Started Log rotation,17,40,22,6,11,3,1231876.0
3439435287861071516,vsftpd,4641,0,"Connection from 10.0.0.50, user web_upload, command RETR file.txt",17,42,51,6,11,3,1232025.0
-5853922760334480549,sshd,1700,0,Accepted publickey for developer from 10.0.0.50,17,53,12,6,11,3,1232646.0
-5853922760334480549,systemd,6845,0,Started System maintenance,17,56,44,6,11,3,1232858.0
-5853922760334480549,sudo,6564,0,backup : TTY=pts/0 ; COMMAND=ls -la,17,58,39,6,11,3,1232973.0
3439435287861071516,sshd,2277,0,Accepted publickey for ubuntu from 192.168.1.100,18,2,8,6,11,3,1233182.0
171056740,systemd,6863,0,Started System maintenance,18,3,59,6,11,3,1233293.0
3439435287861071516,service,5429,0,Started mysql service,18,13,18,6,11,3,1233852.0
171056740,service,9130,0,Started postgres service,18,46,43,6,11,3,1235857.0
171056740,service,5170,0,Started redis service,18,47,24,6,11,3,1235898.0
3439435287861071516,cron,9531,0,Started Daily backup,18,49,34,6,11,3,1236028.0
-5853922760334480549,systemd,1155,0,Started Log rotation,18,53,59,6,11,3,1236293.0
-5853922760334480549,sudo,1762,0,admin : TTY=pts/0 ; COMMAND=systemctl restart nginx,18,58,26,6,11,3,1236560.0
-5853922760334480549,service,8728,0,Started docker service,19,5,25,6,11,3,1236979.0
172823800,sshd,3106,0,Accepted publickey for deploy from 192.168.1.100,19,21,38,6,11,3,1237952.0
3439435287861071516,proftpd,7919,1,Anonymous login attempted from 220.135.151.1,19,23,12,6,11,3,1238046.0
3439435287861071516,vsftpd,9059,1,Anonymous user from 220.135.151.1 executed: LIST,19,23,20,6,11,3,1238054.0
172823800,service,2530,0,Started nginx service,19,26,35,6,11,3,1238249.0
171056740,service,5004,0,Started docker service,19,33,30,6,11,3,1238664.0
172823800,sudo,4869,0,developer : TTY=pts/0 ; COMMAND=git pull,19,40,47,6,11,3,1239101.0
171056740,cron,7000,0,Started Log rotation,19,54,49,6,11,3,1239943.0
172823800,cron,6160,0,Started Log rotation,19,56,4,6,11,3,1240018.0
171056740,sshd,5453,0,Accepted publickey for ci-cd from 192.168.1.100,20,53,1,6,11,3,1243435.0
3439435287861071516,pure-ftpd,9284,1,Anonymous login attempted from 51.15.20.30,20,55,17,6,11,3,1243571.0
3439435287861071516,proftpd,5966,1,Anonymous user from 51.15.20.30 executed: STOR malware.php,20,55,18,6,11,3,1243572.0
171056740,sshd,7476,0,Failed password for developer from 192.168.1.100 port 32258,21,29,48,6,11,3,1245642.0
171056740,sshd,5984,0,Accepted publickey for deploy from 85.245.107.41,21,43,30,6,11,3,1246464.0
-5853922760334480549,cron,5766,0,Started Log rotation,21,48,49,6,11,3,1246783.0
-5853922760334480549,sudo,2511,0,ubuntu : TTY=pts/0 ; COMMAND=cd /var/www,21,50,2,6,11,3,1246856.0
172823800,service,6873,0,Started nginx service,21,52,42,6,11,3,1247016.0
172823800,service,4307,0,Started postgres service,21,53,9,6,11,3,1247043.0
172823800,service,3649,0,Started mysql service,21,56,56,6,11,3,1247270.0
171056740,cron,2024,0,Started System maintenance,22,28,57,6,11,3,1249191.0
171056740,sshd,9351,0,Accepted publickey for deploy from 192.168.1.100,23,22,36,6,11,3,1252410.0
172823800,sudo,1275,0,admin : TTY=pts/1 ; COMMAND=cd /var/www,23,31,46,6,11,3,1252960.0
172823800,service,9935,0,Started docker service,23,34,17,6,11,3,1253111.0
172823800,service,6046,0,Started docker service,23,35,48,6,11,3,1253202.0
172823800,sudo,3027,0,backup : TTY=pts/0 ; COMMAND=ls -la,0,28,29,0,12,3,1256363.0
-5853922760334480549,sshd,2976,0,Accepted publickey for deploy from 85.245.107.41,0,49,17,0,12,3,1257611.0
-5853922760334480549,sudo,2410,0,ubuntu : TTY=pts/1 ; COMMAND=apt update,0,53,16,0,12,3,1257850.0
171056740,sshd,6104,0,Accepted publickey for admin from 192.168.1.100,1,24,31,0,12,3,1259725.0
3439435287861071516,cron,3850,0,Started Log rotation,1,51,7,0,12,3,1261321.0
171056740,sudo,4503,0,backup : TTY=pts/2 ; COMMAND=/usr/bin/sudo -l,1,51,31,0,12,3,1261345.0
3439435287861071516,cron,6574,0,Started Log rotation,2,3,10,0,12,3,1262044.0
171056740,sudo,9424,0,ci-cd : TTY=pts/2 ; COMMAND=apt update,2,14,29,0,12,3,1262723.0
-5853922760334480549,cron,7384,0,Started Log rotation,2,14,36,0,12,3,1262730.0
171056740,sshd,1779,0,Accepted publickey for deploy from 10.0.0.50,2,31,32,0,12,3,1263746.0
171056740,vsftpd,1346,0,"Connection from 192.168.1.100, user web_upload, command LIST",2,51,33,0,12,3,1264947.0
171056740,systemd,5335,0,Started System maintenance,3,12,12,0,12,3,1266186.0
172823800,sshd,4996,0,Accepted publickey for developer from 85.245.107.41,3,15,57,0,12,3,1266411.0
172823800,sudo,5217,0,developer : TTY=pts/0 ; COMMAND=cd /var/www,3,17,5,0,12,3,1266479.0
171056740,sshd,2899,0,Accepted publickey for ubuntu from 172.16.0.25,3,23,19,0,12,3,1266853.0
3439435287861071516,systemd,3794,0,Started Log rotation,3,29,15,0,12,3,1267209.0
172823800,sshd,6276,0,Accepted publickey for admin from 10.0.0.50,3,49,13,0,12,3,1268407.0
171056740,systemd,8774,0,Started Log rotation,3,55,47,0,12,3,1268801.0
-5853922760334480549,service,5375,0,Started cron service,4,6,40,0,12,3,1269454.0
171056740,systemd,8627,0,Started Daily backup,4,31,37,0,12,3,1270951.0
171056740,sudo,5542,0,admin : TTY=pts/1 ; COMMAND=docker ps,4,55,55,0,12,3,1272409.0
3439435287861071516,cron,5693,0,Started Log rotation,5,3,29,0,12,3,1272863.0
-5853922760334480549,cron,9704,0,Started Daily backup,5,7,9,0,12,3,1273083.0
-5853922760334480549,service,4305,0,Started mysql service,5,38,46,0,12,3,1274980.0
-5853922760334480549,sudo,3363,0,backup : TTY=pts/2 ; COMMAND=/usr/bin/sudo -l,6,12,14,0,12,3,1276988.0
172823800,cron,4982,0,Started Log rotation,6,15,48,0,12,3,1277202.0
3439435287861071516,sshd,1974,0,Accepted publickey for ubuntu from 10.0.0.50,6,17,2,0,12,3,1277276.0
172823800,sshd,5695,0,Accepted publickey for ci-cd from 172.16.0.25,6,26,40,0,12,3,1277854.0
172823800,service,1177,0,Started docker service,6,27,38,0,12,3,1277912.0
3439435287861071516,cron,3440,0,Started Log rotation,6,29,9,0,12,3,1278003.0
3439435287861071516,sshd,3415,0,Accepted publickey for deploy from 85.245.107.41,6,35,23,0,12,3,1278377.0
3439435287861071516,sudo,5275,0,admin : TTY=pts/0 ; COMMAND=cat /var/log/syslog,6,35,37,0,12,3,1278391.0
171056740,cron,4895,0,Started Daily backup,8,1,22,0,12,3,1283536.0
171056740,systemd,4504,0,Started Log rotation,8,1,31,0,12,3,1283545.0
3439435287861071516,systemd,3911,0,Started System maintenance,8,11,14,0,12,3,1284128.0
3439435287861071516,pure-ftpd,4690,0,"Connection from 10.0.0.50, user backup, command RETR file.txt",8,12,28,0,12,3,1284202.0
3439435287861071516,cron,7437,0,Started Daily backup,8,31,6,0,12,3,1285320.0
171056740,systemd,7138,0,Started Daily backup,8,31,38,0,12,3,1285352.0
3439435287861071516,cron,7075,0,Started Daily backup,8,41,27,0,12,3,1285941.0
171056740,sudo,7609,0,developer : TTY=pts/2 ; COMMAND=cat /var/log/syslog,8,59,54,0,12,3,1287048.0
171056740,systemd,4618,0,Started Log rotation,9,2,25,0,12,3,1287199.0
171056740,sshd,9008,0,Accepted publickey for deploy from 172.16.0.25,9,17,48,0,12,3,1288122.0
-5853922760334480549,cron,6559,0,Started Daily backup,9,25,45,0,12,3,1288599.0
-5853922760334480549,sudo,3599,0,ubuntu : TTY=pts/1 ; COMMAND=systemctl restart nginx,9,32,15,0,12,3,1288989.0
3439435287861071516,service,4972,0,Started redis service,9,34,31,0,12,3,1289125.0
171056740,cron,2106,0,Started Daily backup,9,37,39,0,12,3,1289313.0
172823800,service,4832,0,Started cron service,9,53,36,0,12,3,1290270.0
3439435287861071516,proftpd,8115,0,"Connection from 192.168.1.100, user backup, command STOR backup.zip",10,2,40,0,12,3,1290814.0
171056740,systemd,1912,0,Started Log rotation,10,31,34,0,12,3,1292548.0
171056740,sudo,5315,0,developer : TTY=pts/2 ; COMMAND=cat /var/log/syslog,10,33,59,0,12,3,1292693.0
3439435287861071516,sshd,3884,0,Accepted publickey for deploy from 10.0.0.50,10,44,55,0,12,3,1293349.0
3439435287861071516,sudo,6199,0,admin : TTY=pts/2 ; COMMAND=/usr/bin/sudo -l,10,50,22,0,12,3,1293676.0
3439435287861071516,service,3506,0,Started postgres service,10,54,34,0,12,3,1293928.0
3439435287861071516,systemd,4856,0,Started System maintenance,10,58,53,0,12,3,1294187.0
-5853922760334480549,sshd,9781,0,Accepted publickey for deploy from 172.16.0.25,11,0,53,0,12,3,1294307.0
171056740,systemd,1272,0,Started Log rotation,11,20,20,0,12,3,1295474.0
172823800,service,9566,0,Started nginx service,11,23,9,0,12,3,1295643.0
-5853922760334480549,sudo,6960,0,backup : TTY=pts/1 ; COMMAND=cat /var/log/syslog,11,38,4,0,12,3,1296538.0
171056740,sudo,6858,0,deploy : TTY=pts/2 ; COMMAND=cat /var/log/syslog,11,52,18,0,12,3,1297392.0
3439435287861071516,systemd,2075,0,Started Log rotation,12,1,27,0,12,3,1297941.0
3439435287861071516,sshd,3568,0,Accepted publickey for developer from 10.0.0.50,12,4,58,0,12,3,1298152.0
171056740,service,5196,0,Started nginx service,12,9,35,0,12,3,1298429.0
172823800,service,2325,0,Started docker service,12,9,58,0,12,3,1298452.0
171056740,cron,2786,0,Started System maintenance,12,14,8,0,12,3,1298702.0
-5853922760334480549,cron,7203,0,Started Log rotation,12,17,41,0,12,3,1298915.0
-5853922760334480549,cron,6124,0,Started Daily backup,12,44,0,0,12,3,1300494.0
172823800,pure-ftpd,7249,0,"Connection from 172.16.0.25, user web_upload, command RETR file.txt",12,59,58,0,12,3,1301452.0
172823800,systemd,9229,0,Started Daily backup,13,12,38,0,12,3,1302212.0
-5853922760334480549,vsftpd,3628,0,"Connection from 10.0.0.50, user web_upload, command STOR backup.zip",13,14,6,0,12,3,1302300.0
3439435287861071516,systemd,3407,0,Started Daily backup,13,15,10,0,12,3,1302364.0
172823800,systemd,6031,0,Started System maintenance,13,21,57,0,12,3,1302771.0
3439435287861071516,service,3413,0,Started docker service,14,12,29,0,12,3,1305803.0
172823800,sshd,9412,0,Accepted publickey for ci-cd from 85.245.107.41,14,18,16,0,12,3,1306150.0
-5853922760334480549,cron,4825,0,Started Daily backup,14,45,22,0,12,3,1307776.0
172823800,cron,3420,0,Started Daily backup,14,48,15,0,12,3,1307949.0
3439435287861071516,service,4840,0,Started docker service,14,48,20,0,12,3,1307954.0
3439435287861071516,proftpd,7644,0,"Connection from 172.16.0.25, user web_upload, command STOR backup.zip",15,1,37,0,12,3,1308751.0
3439435287861071516,service,2048,0,Started nginx service,15,28,10,0,12,3,1310344.0
171056740,sshd,2329,0,Accepted publickey for backup from 172.16.0.25,15,37,46,0,12,3,1310920.0
171056740,service,1452,0,Started postgres service,15,42,24,0,12,3,1311198.0
-5853922760334480549,cron,9631,0,Started System maintenance,15,46,56,0,12,3,1311470.0
-5853922760334480549,service,4186,0,Started postgres service,15,48,24,0,12,3,1311558.0
172823800,sshd,8329,1,Invalid user test from 220.135.151.1,15,48,45,0,12,3,1311579.0
172823800,sshd,8327,1,Invalid user test from 220.135.151.1,15,48,48,0,12,3,1311582.0
172823800,sshd,8326,1,Invalid user admin from 220.135.151.1,15,48,49,0,12,3,1311583.0
172823800,sshd,8328,1,Invalid user test from 220.135.151.1,15,48,55,0,12,3,1311589.0
172823800,sshd,8334,1,Failed password for admin from 220.135.151.1 port 46220,15,49,23,0,12,3,1311617.0
172823800,sshd,8341,1,Failed password for test from 220.135.151.1 port 33108,15,49,55,0,12,3,1311649.0
172823800,sshd,8342,1,Failed password for test from 220.135.151.1 port 55176,15,50,5,0,12,3,1311659.0
172823800,sshd,8330,1,Failed password for root from 220.135.151.1 port 53712,15,50,48,0,12,3,1311702.0
172823800,sshd,8344,1,Failed password for test from 220.135.151.1 port 46734,15,51,14,0,12,3,1311728.0
172823800,sshd,8336,1,Failed password for oracle from 220.135.151.1 port 40925,15,51,21,0,12,3,1311735.0
172823800,sshd,8337,1,Failed password for oracle from 220.135.151.1 port 54241,15,51,31,0,12,3,1311745.0
172823800,sshd,8338,1,Failed password for root from 220.135.151.1 port 47527,15,51,34,0,12,3,1311748.0
172823800,sshd,8331,1,Failed password for admin from 220.135.151.1 port 40226,15,52,0,0,12,3,1311774.0
172823800,sshd,8339,1,Failed password for admin from 220.135.151.1 port 37997,15,52,5,0,12,3,1311779.0
172823800,sshd,8333,1,Failed password for admin from 220.135.151.1 port 47328,15,52,24,0,12,3,1311798.0
172823800,sshd,8332,1,Failed password for admin from 220.135.151.1 port 39968,15,52,53,0,12,3,1311827.0
172823800,sshd,8343,1,Failed password for admin from 220.135.151.1 port 44761,15,53,7,0,12,3,1311841.0
171056740,cron,8432,0,Started Log rotation,15,53,18,0,12,3,1311852.0
172823800,sshd,8340,1,Failed password for guest from 220.135.151.1 port 52314,15,53,21,0,12,3,1311855.0
172823800,sshd,8335,1,Failed password for guest from 220.135.151.1 port 35553,15,53,27,0,12,3,1311861.0
-5853922760334480549,service,1634,0,Started postgres service,15,54,39,0,12,3,1311933.0
-5853922760334480549,cron,3245,0,Started Daily backup,15,57,46,0,12,3,1312120.0
171056740,systemd,8804,0,Started Daily backup,15,57,48,0,12,3,1312122.0
171056740,sudo,8962,0,developer : TTY=pts/0 ; COMMAND=systemctl restart nginx,15,57,50,0,12,3,1312124.0
172823800,service,4522,0,Started postgres service,15,57,55,0,12,3,1312129.0
171056740,cron,2954,0,Started Daily backup,16,15,38,0,12,3,1313192.0
172823800,cron,2260,0,Started System maintenance,16,17,40,0,12,3,1313314.0
172823800,cron,1565,0,Started Log rotation,16,37,4,0,12,3,1314478.0
-5853922760334480549,sshd,7461,0,Accepted publickey for backup from 10.0.0.50,16,50,57,0,12,3,1315311.0
3439435287861071516,sudo,4877,0,admin : TTY=pts/0 ; COMMAND=cat /var/log/syslog,16,52,17,0,12,3,1315391.0
3439435287861071516,cron,1933,0,Started Log rotation,17,11,36,0,12,3,1316550.0
3439435287861071516,sshd,4320,0,Accepted publickey for ubuntu from 85.245.107.41,17,27,56,0,12,3,1317530.0
171056740,sudo,4942,0,ci-cd : TTY=pts/0 ; COMMAND=git pull,17,28,30,0,12,3,1317564.0
172823800,proftpd,1635,0,"Connection from 85.245.107.41, user backup, command CWD /uploads",17,32,51,0,12,3,1317825.0
-5853922760334480549,sshd,9623,0,Accepted publickey for ci-cd from 85.245.107.41,17,33,17,0,12,3,1317851.0
172823800,pure-ftpd,3868,0,"Connection from 85.245.107.41, user web_upload, command LIST",17,37,27,0,12,3,1318101.0
-5853922760334480549,cron,2378,0,Started System maintenance,18,1,22,0,12,3,1319536.0
172823800,sshd,7408,0,Accepted publickey for deploy from 172.16.0.25,18,3,48,0,12,3,1319682.0
172823800,systemd,5145,0,Started Log rotation,18,6,9,0,12,3,1319823.0
-5853922760334480549,service,8630,0,Started postgres service,18,8,1,0,12,3,1319935.0
3439435287861071516,service,7465,0,Started docker service,18,10,16,0,12,3,1320070.0
172823800,sshd,4435,0,Accepted publickey for ubuntu from 192.168.1.100,18,34,36,0,12,3,1321530.0
3439435287861071516,sudo,9886,0,ubuntu : TTY=pts/0 ; COMMAND=cat /var/log/syslog,18,47,46,0,12,3,1322320.0
172823800,sshd,6271,0,Accepted publickey for admin from 85.245.107.41,18,53,3,0,12,3,1322637.0
172823800,cron,7048,0,Started Log rotation,18,59,53,0,12,3,1323047.0
172823800,systemd,1766,0,Started Daily backup,19,10,49,0,12,3,1323703.0
171056740,sudo,9842,0,ci-cd : TTY=pts/1 ; COMMAND=systemctl restart nginx,19,22,43,0,12,3,1324417.0
3439435287861071516,sshd,1561,0,Accepted publickey for backup from 85.245.107.41,19,23,13,0,12,3,1324447.0
172823800,cron,8239,0,Started Log rotation,19,31,54,0,12,3,1324968.0
171056740,sshd,3502,0,Accepted publickey for admin from 192.168.1.100,19,47,39,0,12,3,1325913.0
-5853922760334480549,service,9211,0,Started mysql service,19,50,34,0,12,3,1326088.0
172823800,service,4493,0,Started redis service,19,54,35,0,12,3,1326329.0
172823800,systemd,3537,0,Started Log rotation,19,59,45,0,12,3,1326639.0
3439435287861071516,service,1950,0,Started docker service,20,0,34,0,12,3,1326688.0
171056740,service,2055,0,Started docker service,20,12,51,0,12,3,1327425.0
172823800,service,8390,0,Started cron service,20,18,31,0,12,3,1327765.0
171056740,systemd,6937,0,Started System maintenance,20,20,55,0,12,3,1327909.0
-5853922760334480549,sshd,4994,0,Accepted publickey for ubuntu from 192.168.1.100,20,38,31,0,12,3,1328965.0
172823800,sudo,3290,0,admin : TTY=pts/0 ; COMMAND=/usr/bin/sudo -l,20,42,45,0,12,3,1329219.0
171056740,sudo,6101,0,developer : TTY=pts/1 ; COMMAND=docker ps,20,56,10,0,12,3,1330024.0
-5853922760334480549,sudo,4699,0,deploy : TTY=pts/1 ; COMMAND=/usr/bin/sudo -l,20,59,54,0,12,3,1330248.0
-5853922760334480549,service,7646,0,Started postgres service,21,22,38,0,12,3,1331612.0
3439435287861071516,service,1862,0,Started postgres service,21,28,58,0,12,3,1331992.0
172823800,service,5971,0,Started cron service,21,37,48,0,12,3,1332522.0
171056740,systemd,5151,0,Started Log rotation,21,41,15,0,12,3,1332729.0
172823800,service,4909,0,Started nginx service,21,45,30,0,12,3,1332984.0
3439435287861071516,service,1984,0,Started cron service,21,46,33,0,12,3,1333047.0
3439435287861071516,cron,5410,0,Started System maintenance,21,52,41,0,12,3,1333415.0
172823800,cron,7450,0,Started Daily backup,21,59,47,0,12,3,1333841.0
3439435287861071516,sshd,2157,0,Accepted publickey for ci-cd from 192.168.1.100,22,0,55,0,12,3,1333909.0
3439435287861071516,systemd,5549,0,Started Daily backup,22,10,21,0,12,3,1334475.0
172823800,systemd,7462,0,Started Log rotation,22,23,22,0,12,3,1335256.0
3439435287861071516,sshd,5811,1,Invalid user guest from 61.177.172.1,22,26,21,0,12,3,1335435.0
3439435287861071516,sshd,5810,1,Invalid user test from 61.177.172.1,22,26,22,0,12,3,1335436.0
3439435287861071516,sshd,5812,1,Invalid user guest from 61.177.172.1,22,26,30,0,12,3,1335444.0
3439435287861071516,sshd,5826,1,Failed password for admin from 61.177.172.1 port 55172,22,26,39,0,12,3,1335453.0
3439435287861071516,sshd,5829,1,Failed password for user123 from 61.177.172.1 port 42265,22,26,47,0,12,3,1335461.0
3439435287861071516,sshd,5830,1,Failed password for admin from 61.177.172.1 port 41100,22,26,56,0,12,3,1335470.0
3439435287861071516,sshd,5825,1,Failed password for admin from 61.177.172.1 port 30829,22,27,5,0,12,3,1335479.0
3439435287861071516,sshd,5821,1,Failed password for test from 61.177.172.1 port 34429,22,27,6,0,12,3,1335480.0
3439435287861071516,sshd,5816,1,Failed password for guest from 61.177.172.1 port 53360,22,27,36,0,12,3,1335510.0
3439435287861071516,sshd,5820,1,Failed password for admin from 61.177.172.1 port 58940,22,27,54,0,12,3,1335528.0
3439435287861071516,sshd,5814,1,Failed password for test from 61.177.172.1 port 58050,22,28,7,0,12,3,1335541.0
3439435287861071516,sshd,5827,1,Failed password for guest from 61.177.172.1 port 31731,22,28,13,0,12,3,1335547.0
3439435287861071516,sshd,5822,1,Failed password for admin from 61.177.172.1 port 38771,22,28,38,0,12,3,1335572.0
3439435287861071516,sshd,5828,1,Failed password for oracle from 61.177.172.1 port 47490,22,28,40,0,12,3,1335574.0
3439435287861071516,sshd,5815,1,Failed password for root from 61.177.172.1 port 38916,22,29,15,0,12,3,1335609.0
3439435287861071516,sshd,5819,1,Failed password for user123 from 61.177.172.1 port 58220,22,29,16,0,12,3,1335610.0
3439435287861071516,sshd,5824,1,Failed password for admin from 61.177.172.1 port 33014,22,29,46,0,12,3,1335640.0
3439435287861071516,sshd,5817,1,Failed password for oracle from 61.177.172.1 port 39371,22,30,11,0,12,3,1335665.0
3439435287861071516,sshd,1706,0,Accepted publickey for developer from 192.168.1.100,22,30,20,0,12,3,1335674.0
3439435287861071516,sshd,5823,1,Failed password for oracle from 61.177.172.1 port 52793,22,30,39,0,12,3,1335693.0
3439435287861071516,sshd,5818,1,Failed password for guest from 61.177.172.1 port 55506,22,30,59,0,12,3,1335713.0
3439435287861071516,sshd,5813,1,Failed password for guest from 61.177.172.1 port 56825,22,31,9,0,12,3,1335723.0
-5853922760334480549,sudo,3604,0,ubuntu : TTY=pts/1 ; COMMAND=cd /var/www,22,41,9,0,12,3,1336323.0
172823800,cron,2520,0,Started Daily backup,22,41,30,0,12,3,1336344.0
-5853922760334480549,sshd,4614,0,Accepted publickey for admin from 10.0.0.50,22,44,7,0,12,3,1336501.0
172823800,systemd,7790,0,Started System maintenance,22,59,7,0,12,3,1337401.0
171056740,cron,2585,0,Started Daily backup,23,11,12,0,12,3,1338126.0
-5853922760334480549,sshd,9253,0,Accepted publickey for ubuntu from 10.0.0.50,23,18,29,0,12,3,1338563.0
3439435287861071516,sudo,3203,0,deploy : TTY=pts/1 ; COMMAND=docker ps,23,19,22,0,12,3,1338616.0
-5853922760334480549,cron,8374,0,Started System maintenance,23,46,32,0,12,3,1340246.0
3439435287861071516,sudo,6111,0,backup : TTY=pts/2 ; COMMAND=/usr/bin/sudo -l,0,1,18,1,13,3,1341132.0
172823800,sshd,7133,0,Accepted publickey for deploy from 172.16.0.25,0,5,36,1,13,3,1341390.0
172823800,cron,4525,0,Started Log rotation,0,10,39,1,13,3,1341693.0
3439435287861071516,sudo,9530,0,ci-cd : TTY=pts/0 ; COMMAND=systemctl restart nginx,0,11,54,1,13,3,1341768.0
171056740,cron,7802,0,Started System maintenance,0,11,58,1,13,3,1341772.0
172823800,systemd,9208,0,Started System maintenance,0,15,49,1,13,3,1342003.0
3439435287861071516,sudo,4585,0,ci-cd : TTY=pts/2 ; COMMAND=/usr/bin/sudo -l,0,20,45,1,13,3,1342299.0
-5853922760334480549,systemd,9763,0,Started Log rotation,0,21,57,1,13,3,1342371.0
171056740,service,3933,0,Started cron service,0,24,0,1,13,3,1342494.0
3439435287861071516,cron,8304,0,Started System maintenance,0,34,21,1,13,3,1343115.0
-5853922760334480549,systemd,7306,0,Started Daily backup,0,37,44,1,13,3,1343318.0
171056740,systemd,1052,0,Started Daily backup,0,44,57,1,13,3,1343751.0
172823800,cron,8535,0,Started Log rotation,0,46,18,1,13,3,1343832.0
172823800,sshd,1903,0,Accepted publickey for backup from 172.16.0.25,0,50,28,1,13,3,1344082.0
172823800,sshd,1308,0,Failed password for developer from 192.168.1.100 port 48676,0,55,35,1,13,3,1344389.0
3439435287861071516,sshd,8302,0,Accepted publickey for developer from 192.168.1.100,1,5,40,1,13,3,1344994.0
171056740,sshd,6975,0,Accepted publickey for ci-cd from 10.0.0.50,1,19,0,1,13,3,1345794.0
172823800,sudo,9765,0,ubuntu : TTY=pts/2 ; COMMAND=git pull,1,22,47,1,13,3,1346021.0
171056740,systemd,9862,0,Started Daily backup,1,23,6,1,13,3,1346040.0
-5853922760334480549,pure-ftpd,9533,0,"Connection from 172.16.0.25, user ftp_user, command CWD /uploads",1,32,23,1,13,3,1346597.0
171056740,sshd,5286,0,Accepted publickey for developer from 172.16.0.25,1,37,41,1,13,3,1346915.0
171056740,service,3406,0,Started redis service,1,52,23,1,13,3,1347797.0
172823800,sudo,3284,0,deploy : TTY=pts/0 ; COMMAND=docker ps,1,53,30,1,13,3,1347864.0
3439435287861071516,service,2140,0,Started redis service,2,11,56,1,13,3,1348970.0
3439435287861071516,sudo,4203,0,ci-cd : TTY=pts/0 ; COMMAND=/usr/bin/sudo -l,2,20,57,1,13,3,1349511.0
3439435287861071516,sshd,8065,0,Accepted publickey for deploy from 172.16.0.25,2,35,0,1,13,3,1350354.0
172823800,cron,2339,0,Started Log rotation,2,39,59,1,13,3,1350653.0
172823800,systemd,6941,0,Started Log rotation,2,54,13,1,13,3,1351507.0
171056740,systemd,9353,0,Started System maintenance,2,55,48,1,13,3,1351602.0
171056740,systemd,1272,0,Started Daily backup,3,16,54,1,13,3,1352868.0
-5853922760334480549,service,2969,0,Started postgres service,3,24,29,1,13,3,1353323.0
3439435287861071516,systemd,5226,0,Started System maintenance,3,34,28,1,13,3,1353922.0
3439435287861071516,service,3447,0,Started redis service,3,54,26,1,13,3,1355120.0
3439435287861071516,service,2828,0,Started docker service,3,55,38,1,13,3,1355192.0
172823800,sudo,4447,0,ubuntu : TTY=pts/2 ; COMMAND=cat /var/log/syslog,3,58,34,1,13,3,1355368.0
171056740,service,6722,0,Started cron service,4,8,47,1,13,3,1355981.0
172823800,sudo,7326,0,backup : TTY=pts/1 ; COMMAND=git pull,4,20,52,1,13,3,1356706.0
171056740,cron,9282,0,Started System maintenance,4,28,0,1,13,3,1357134.0
3439435287861071516,cron,1594,0,Started Log rotation,4,46,50,1,13,3,1358264.0
172823800,cron,1386,0,Started Daily backup,4,52,47,1,13,3,1358621.0
172823800,service,8539,0,Started mysql service,4,53,11,1,13,3,1358645.0
3439435287861071516,sshd,8466,0,Accepted publickey for developer from 172.16.0.25,4,55,8,1,13,3,1358762.0
-5853922760334480549,sudo,6019,0,backup : TTY=pts/1 ; COMMAND=cd /var/www,4,57,14,1,13,3,1358888.0
172823800,sudo,9988,0,ci-cd : TTY=pts/0 ; COMMAND=git pull,5,0,11,1,13,3,1359065.0
3439435287861071516,sudo,2322,0,backup : TTY=pts/1 ; COMMAND=/usr/bin/sudo -l,5,1,15,1,13,3,1359129.0
171056740,service,4277,0,Started postgres service,5,14,1,1,13,3,1359895.0
